city,locality,bhk,bathrooms,area_sqft,price_inr
Bangalore,Unknown,2,2.0,1410.0,12500000.0
Bangalore,Unknown,2,2.0,1070.0,5500000.0
Bangalore,Unknown,3,3.0,1325.0,5800000.0
Bangalore,Unknown,3,2.0,1360.0,7000000.0
Bangalore,Unknown,2,2.0,1430.0,8500000.0
Bangalore,Unknown,1,1.0,950.0,8700000.0
Bangalore,Unknown,3,3.0,1400.0,9100000.0
Bangalore,Unknown,2,2.0,1030.0,6000000.0
Bangalore,Unknown,2,2.0,1190.0,7500000.0
Bangalore,Unknown,2,2.0,668.0,6500000.0
Bangalore,Unknown,2,2.0,774.0,3729999.9999999995
Bangalore,Unknown,3,3.0,1600.0,18500000.0
Bangalore,Unknown,2,2.0,1005.0,5700000.0
Bangalore,Unknown,2,1.0,614.0,2450000.0
Bangalore,Unknown,3,2.0,1180.0,7500000.0
Bangalore,Unknown,3,3.0,1400.0,19000000.0
Bangalore,Unknown,2,1.0,480.0,2600000.0
Bangalore,Unknown,2,2.0,1054.0,11500000.0
Bangalore,Unknown,2,2.0,1095.0,6300000.0
Bangalore,Unknown,4,4.0,3112.0,20600000.0
Bangalore,Unknown,3,4.0,3295.0,23300000.0
Bangalore,Unknown,2,2.0,1000.0,7459999.999999999
Bangalore,Unknown,2,2.0,1200.0,8200000.0
Bangalore,Unknown,2,2.0,980.0,5000000.0
Bangalore,Unknown,2,2.0,900.0,7500000.0
Bangalore,Unknown,3,2.0,1287.0,8920000.0
Bangalore,Unknown,2,2.0,1190.0,4500000.0
Bangalore,Unknown,2,2.0,900.0,3100000.0
Bangalore,Unknown,2,2.0,1000.0,15500000.0
Bangalore,Unknown,2,2.0,1000.0,5790000.0
Bangalore,Unknown,2,2.0,1250.0,8600000.0
Bangalore,Unknown,2,2.0,1005.0,5500000.0
Bangalore,Unknown,3,3.0,1574.0,10000000.0
Bangalore,Unknown,4,4.0,2700.0,43500000.0
Bangalore,Unknown,2,2.0,851.0,5200000.0
Bangalore,Unknown,3,3.0,1600.0,11500000.0
Bangalore,Unknown,2,2.0,790.0,9500000.0
Bangalore,Unknown,3,3.0,1000.0,7800000.0
Bangalore,Unknown,3,3.0,2400.0,39500000.0
Bangalore,Unknown,1,1.0,300.0,9900000.0
Bangalore,Unknown,2,2.0,1195.0,5700000.0
Bangalore,Unknown,2,2.0,930.0,5800000.0
Bangalore,Unknown,3,2.0,1175.0,7600000.0
Bangalore,Unknown,4,3.0,2450.0,29000000.0
Bangalore,Unknown,2,2.0,1135.0,14100000.0
Bangalore,Unknown,3,3.0,1267.0,21000000.0
Bangalore,Unknown,3,3.0,1750.0,13500000.0
Bangalore,Unknown,3,3.0,1370.0,5000000.0
Bangalore,Unknown,2,2.0,1080.0,7300000.0
Bangalore,Unknown,2,2.0,1120.0,6500000.0
Bangalore,Unknown,2,2.0,924.0,7000000.0
Bangalore,Unknown,2,2.0,1116.0,5000000.0
Bangalore,Unknown,3,3.0,1695.0,8000000.0
Bangalore,Unknown,2,2.0,1340.0,8300000.0
Bangalore,Unknown,2,1.0,500.0,4200000.0
Bangalore,Unknown,3,4.0,1900.0,22799999.999999996
Bangalore,Unknown,3,3.0,1907.0,9000000.0
Bangalore,Unknown,2,2.0,950.0,8500000.0
Bangalore,Unknown,3,3.0,2055.0,28000000.0
Bangalore,Unknown,2,2.0,1275.0,5200000.0
Bangalore,Unknown,2,2.0,1050.0,19000000.0
Bangalore,Unknown,1,1.0,320.0,1500000.0
Bangalore,Unknown,3,3.0,1564.0,8890000.0
Bangalore,Unknown,2,2.0,827.0,4660000.0
Bangalore,Unknown,3,3.0,2400.0,60000000.0
Bangalore,Unknown,2,2.0,1100.0,7500000.0
Bangalore,Unknown,4,4.0,2500.0,27900000.0
Bangalore,Unknown,2,2.0,691.0,3500000.0
Bangalore,Unknown,4,4.0,2500.0,25700000.0
Bangalore,Unknown,2,2.0,635.0,7550000.0
Bangalore,Unknown,3,3.0,1661.0,31600000.0
Bangalore,Unknown,3,3.0,1500.0,20900000.0
Bangalore,Unknown,3,3.0,1600.0,20500000.0
Bangalore,Unknown,3,3.0,1500.0,20500000.0
Bangalore,Unknown,2,2.0,1218.0,13700000.000000002
Bangalore,Unknown,2,2.0,1260.0,6400000.0
Bangalore,Unknown,2,2.0,1260.0,7000000.0
Bangalore,Unknown,3,3.0,1520.0,7600000.0
Bangalore,Unknown,3,3.0,1495.0,7800000.0
Bangalore,Unknown,4,4.0,4000.0,47500000.0
Bangalore,Unknown,2,2.0,1280.0,8700000.0
Bangalore,Unknown,2,2.0,1240.0,6400000.0
Bangalore,Unknown,3,2.0,900.0,15500000.0
Bangalore,Unknown,2,2.0,635.0,7800000.0
Bangalore,Unknown,3,3.0,2372.0,28000000.0
Bangalore,Unknown,2,2.0,950.0,5900000.0
Bangalore,Unknown,3,3.0,2000.0,23500000.0
Bangalore,Unknown,3,3.0,1425.0,5800000.0
Bangalore,Unknown,3,2.0,1900.0,13500000.0
Bangalore,Unknown,2,2.0,1064.0,10000000.0
Bangalore,Unknown,2,2.0,850.0,3500000.0
Bangalore,Unknown,3,2.0,1270.0,13500000.0
Bangalore,Unknown,4,4.0,3100.0,44000000.0
Bangalore,Unknown,3,3.0,1475.0,8500000.0
Bangalore,Unknown,3,3.0,1300.0,7800000.0
Bangalore,Unknown,4,4.0,2156.0,20000000.0
Bangalore,Unknown,3,2.0,1157.0,12000000.0
Bangalore,Unknown,3,2.0,1575.0,11000000.0
Bangalore,Unknown,3,2.0,880.0,4800000.0
Bangalore,Unknown,2,2.0,935.0,6500000.0
Bangalore,Unknown,3,3.0,1636.0,15500000.0
Bangalore,Unknown,3,2.0,1677.0,6200000.0
Bangalore,Unknown,2,2.0,950.0,4600000.0
Bangalore,Unknown,2,2.0,875.0,7500000.0
Bangalore,Unknown,3,3.0,1100.0,12500000.0
Bangalore,Unknown,10,3.0,1337.0,18500000.0
Bangalore,Unknown,2,2.0,1050.0,6500000.0
Bangalore,Unknown,2,2.0,1350.0,12500000.0
Bangalore,Unknown,3,3.0,1400.0,8400000.0
Bangalore,Unknown,3,2.0,1465.0,8500000.0
Bangalore,Unknown,1,1.0,410.0,2000000.0
Bangalore,Unknown,1,1.0,665.0,2900000.0
Bangalore,Unknown,2,2.0,1080.0,4700000.0
Bangalore,Unknown,3,2.0,1650.0,7430000.0
Bangalore,Unknown,3,3.0,1655.0,20500000.0
Bangalore,Unknown,3,3.0,1640.0,20500000.0
Bangalore,Unknown,2,2.0,870.0,4800000.0
Bangalore,Unknown,3,3.0,2666.0,18500000.0
Bangalore,Unknown,3,3.0,2666.0,21000000.0
Bangalore,Unknown,3,4.0,2526.0,21000000.0
Bangalore,Unknown,2,2.0,950.0,7000000.0
Bangalore,Unknown,2,3.0,1150.0,11500000.0
Bangalore,Unknown,2,2.0,1100.0,6500000.0
Bangalore,Unknown,3,2.0,1500.0,8500000.0
Bangalore,Unknown,2,2.0,1330.0,8900000.0
Bangalore,Unknown,3,2.0,1200.0,6800000.0
Bangalore,Unknown,2,2.0,1116.0,5500000.0
Bangalore,Unknown,2,2.0,1089.0,6000000.0
Bangalore,Unknown,3,3.0,1575.0,7800000.0
Bangalore,Unknown,3,3.0,1575.0,9000000.0
Bangalore,Unknown,2,2.0,1089.0,5000000.0
Bangalore,Unknown,2,2.0,586.0,5100000.0
Bangalore,Unknown,3,3.0,1700.0,19500000.0
Bangalore,Unknown,3,4.0,2500.0,21000000.0
Bangalore,Unknown,2,1.0,613.0,2600000.0
Bangalore,Unknown,3,2.0,975.0,8800000.0
Bangalore,Unknown,2,2.0,1123.0,13000000.0
Bangalore,Unknown,3,3.0,1416.0,35000000.0
Bangalore,Unknown,3,2.0,1740.0,15000000.0
Bangalore,Unknown,2,2.0,1050.0,5500000.0
Bangalore,Unknown,3,3.0,1465.0,11000000.0
Bangalore,Unknown,2,2.0,907.0,9000000.0
Bangalore,Unknown,2,2.0,1125.0,4100000.0
Bangalore,Unknown,3,4.0,2130.0,19000000.0
Bangalore,Unknown,3,3.0,1137.0,13200000.0
Bangalore,Unknown,2,2.0,700.0,3700000.0
Bangalore,Unknown,1,1.0,600.0,5900000.0
Bangalore,Unknown,2,2.0,1276.0,11000000.0
Bangalore,Unknown,3,3.0,1527.0,11000000.0
Bangalore,Unknown,3,3.0,1860.0,27500000.0
Bangalore,Unknown,3,3.0,1450.0,23500000.0
Bangalore,Unknown,2,2.0,1119.0,13500000.0
Bangalore,Unknown,3,3.0,1748.0,21000000.0
Bangalore,Unknown,3,3.0,2200.0,15500000.0
Bangalore,Unknown,2,1.0,1000.0,3800000.0
Bangalore,Unknown,2,2.0,1146.0,3500000.0
Bangalore,Unknown,1,1.0,600.0,4000000.0
Bangalore,Unknown,3,3.0,1980.0,20000000.0
Bangalore,Unknown,2,2.0,1058.0,6170000.0
Bangalore,Unknown,3,3.0,1825.0,18000000.0
Bangalore,Unknown,2,2.0,900.0,6000000.0
Bangalore,Unknown,2,2.0,1300.0,10800000.0
Bangalore,Unknown,3,2.0,928.0,6500000.0
Bangalore,Unknown,2,2.0,1020.0,5800000.0
Bangalore,Unknown,3,2.0,894.0,10000000.0
Bangalore,Unknown,2,2.0,1324.0,9500000.0
Bangalore,Unknown,2,2.0,1177.0,6400000.0
Bangalore,Unknown,1,1.0,400.0,2500000.0
Bangalore,Unknown,4,4.0,3200.0,66000000.0
Bangalore,Unknown,2,2.0,1000.0,10500000.0
Bangalore,Unknown,3,3.0,2236.0,25500000.0
Bangalore,Unknown,2,2.0,800.0,6900000.0
Bangalore,Unknown,2,2.0,990.0,7200000.0
Bangalore,Unknown,3,2.0,1370.0,6000000.0
Bangalore,Unknown,3,3.0,1805.0,31000000.0
Bangalore,Unknown,3,3.0,1836.0,32400000.000000004
Bangalore,Unknown,2,2.0,1009.0,4900000.0
Bangalore,Unknown,3,3.0,1000.0,4000000.0
Bangalore,Unknown,3,3.0,1880.0,25000000.0
Bangalore,Unknown,3,2.0,1200.0,5400000.0
Bangalore,Unknown,2,2.0,1315.0,8200000.0
Bangalore,Unknown,5,5.0,3800.0,78000000.0
Bangalore,Unknown,3,2.0,1600.0,10000000.0
Bangalore,Unknown,3,3.0,1150.0,14500000.0
Bangalore,Unknown,2,2.0,979.0,9200000.0
Bangalore,Unknown,2,2.0,1220.0,8500000.0
Bangalore,Unknown,1,1.0,709.0,4200000.0
Bangalore,Unknown,4,3.0,3783.0,100000000.0
Bangalore,Unknown,3,3.0,1800.0,27500000.0
Bangalore,Unknown,3,3.0,2159.0,15000000.0
Bangalore,Unknown,3,2.0,1448.0,14000000.0
Bangalore,Unknown,2,2.0,909.0,4200000.0
Bangalore,Unknown,3,3.0,1484.0,19500000.0
Bangalore,Unknown,4,4.0,3633.0,77000000.0
Bangalore,Unknown,3,2.0,1100.0,4700000.0
Bangalore,Unknown,3,3.0,1600.0,25000000.0
Bangalore,Unknown,3,3.0,1400.0,25000000.0
Bangalore,Unknown,3,2.0,1520.0,10000000.0
Bangalore,Unknown,2,2.0,1195.0,5800000.0
Bangalore,Unknown,2,2.0,900.0,3500000.0
Bangalore,Unknown,4,4.0,4400.0,93200000.0
Bangalore,Unknown,2,2.0,800.0,9300000.0
Bangalore,Unknown,3,3.0,1640.0,5750000.0
Bangalore,Unknown,3,3.0,2037.0,11500000.0
Bangalore,Unknown,2,2.0,991.0,8700000.0
Bangalore,Unknown,1,1.0,804.0,5220000.0
Bangalore,Unknown,3,2.0,1415.0,8720000.0
Bangalore,Unknown,3,2.0,1415.0,8570000.0
Bangalore,Unknown,2,2.0,650.0,7100000.0
Bangalore,Unknown,3,3.0,1931.0,26000000.0
Bangalore,Unknown,3,2.0,1705.0,13000000.0
Bangalore,Unknown,3,3.0,1705.0,13000000.0
Bangalore,Unknown,3,3.0,2200.0,44000000.0
Bangalore,Unknown,3,3.0,2250.0,32000000.0
Bangalore,Unknown,2,2.0,1246.0,8800000.0
Bangalore,Unknown,5,4.0,5000.0,52500000.0
Bangalore,Unknown,3,2.0,1356.0,8180000.0
Bangalore,Unknown,3,2.0,1550.0,13000000.0
Bangalore,Unknown,2,2.0,851.0,8000000.0
Bangalore,Unknown,3,3.0,1280.0,18500000.0
Bangalore,Unknown,3,2.0,1180.0,6200000.0
Bangalore,Unknown,1,1.0,460.0,2600000.0
Bangalore,Unknown,3,3.0,1900.0,35000000.0
Bangalore,Unknown,2,2.0,950.0,9000000.0
Bangalore,Unknown,2,2.0,1050.0,9000000.0
Bangalore,Unknown,3,3.0,1876.0,18700000.0
Bangalore,Unknown,3,2.0,1332.0,8470000.0
Bangalore,Unknown,4,4.0,1900.0,14200000.0
Bangalore,Unknown,2,2.0,900.0,3600000.0
Bangalore,Unknown,2,1.0,700.0,4500000.0
Bangalore,Unknown,3,3.0,1960.0,23000000.0
Bangalore,Unknown,2,2.0,1000.0,13899999.999999998
Bangalore,Unknown,4,3.0,3845.0,44000000.0
Bangalore,Unknown,4,3.0,2200.0,31000000.0
Bangalore,Unknown,1,1.0,875.0,12000000.0
Bangalore,Unknown,3,4.0,1480.0,30000000.0
Bangalore,Unknown,3,3.0,1250.0,6800000.0
Bangalore,Unknown,2,2.0,1171.0,5300000.0
Bangalore,Unknown,4,5.0,2959.0,52500000.0
Bangalore,Unknown,4,4.0,2000.0,36000000.0
Bangalore,Unknown,2,2.0,1375.0,26000000.0
Bangalore,Unknown,3,3.0,1278.0,8000000.0
Bangalore,Unknown,3,2.0,1280.0,6400000.0
Bangalore,Unknown,3,2.0,1300.0,6500000.0
Bangalore,Unknown,5,4.0,2000.0,26000000.0
Bangalore,Unknown,3,2.0,1200.0,7000000.0
Bangalore,Unknown,2,2.0,1170.0,5200000.0
Bangalore,Unknown,10,10.0,8185.0,115000000.0
Bangalore,Unknown,2,2.0,980.0,5500000.0
Bangalore,Unknown,3,3.0,1270.0,9500000.0
Bangalore,Unknown,3,3.0,2134.0,11500000.0
Bangalore,Unknown,3,2.0,1100.0,13500000.0
Bangalore,Unknown,3,2.0,1400.0,11200000.000000002
Bangalore,Unknown,2,2.0,1170.0,3850000.0
Bangalore,Unknown,2,2.0,1180.0,6800000.0
Bangalore,Unknown,3,2.0,1255.0,8500000.0
Bangalore,Unknown,3,3.0,1081.0,12000000.0
Bangalore,Unknown,3,3.0,1200.0,5500000.0
Bangalore,Unknown,2,2.0,1175.0,3870000.0000000005
Bangalore,Unknown,2,2.0,1185.0,3900000.0
Bangalore,Unknown,3,3.0,1850.0,15500000.0
Bangalore,Unknown,3,3.0,2100.0,32500000.0
Bangalore,Unknown,5,5.0,4000.0,60000000.0
Bangalore,Unknown,2,2.0,1250.0,12500000.0
Bangalore,Unknown,3,3.0,1500.0,13500000.0
Bangalore,Unknown,3,2.0,1250.0,7700000.0
Bangalore,Unknown,3,3.0,1139.0,12300000.0
Bangalore,Unknown,3,3.0,1500.0,15000000.0
Bangalore,Unknown,3,3.0,1156.0,20800000.0
Bangalore,Unknown,3,4.0,2000.0,29000000.0
Bangalore,Unknown,3,2.0,1480.0,19500000.0
Bangalore,Unknown,4,4.0,5400.0,65000000.0
Bangalore,Unknown,3,3.0,1900.0,19500000.0
Bangalore,Unknown,2,2.0,1000.0,6200000.0
Bangalore,Unknown,3,3.0,1550.0,8500000.0
Bangalore,Unknown,2,2.0,1000.0,7000000.0
Bangalore,Unknown,3,3.0,1700.0,10700000.0
Bangalore,Unknown,10,10.0,6000.0,24000000.0
Bangalore,Unknown,2,2.0,900.0,7880000.0
Bangalore,Unknown,2,1.0,744.0,3000000.0
Bangalore,Unknown,2,2.0,1078.0,6500000.0
Bangalore,Unknown,3,3.0,1357.0,7000000.0
Bangalore,Unknown,3,3.0,1850.0,22000000.0
Bangalore,Unknown,2,2.0,1070.0,4500000.0
Bangalore,Unknown,3,3.0,1595.0,13500000.0
Bangalore,Unknown,2,2.0,992.0,13000000.0
Bangalore,Unknown,3,3.0,1850.0,14700000.0
Bangalore,Unknown,2,2.0,720.0,6500000.0
Bangalore,Unknown,3,2.0,810.0,9500000.0
Bangalore,Unknown,3,3.0,1650.0,8000000.0
Bangalore,Unknown,2,2.0,655.0,5600000.0
Bangalore,Unknown,3,2.0,1420.0,12500000.0
Bangalore,Unknown,2,2.0,1160.0,6700000.0
Bangalore,Unknown,2,2.0,1030.0,5200000.0
Bangalore,Unknown,5,6.0,5965.0,64500000.0
Bangalore,Unknown,3,3.0,1600.0,20000000.0
Bangalore,Unknown,2,2.0,773.0,6000000.0
Bangalore,Unknown,2,2.0,1425.0,13500000.0
Bangalore,Unknown,3,2.0,1150.0,5950000.0
Bangalore,Unknown,3,3.0,1300.0,16500000.0
Bangalore,Unknown,3,2.0,1560.0,10400000.0
Bangalore,Unknown,2,2.0,1150.0,9000000.0
Bangalore,Unknown,2,2.0,1090.0,6500000.0
Bangalore,Unknown,3,3.0,3025.0,34000000.0
Bangalore,Unknown,3,3.0,1473.0,11000000.0
Bangalore,Unknown,3,3.0,1932.0,24000000.0
Bangalore,Unknown,2,2.0,550.0,4200000.0
Bangalore,Unknown,2,2.0,1100.0,4950000.0
Bangalore,Unknown,3,2.0,1200.0,7800000.0
Bangalore,Unknown,3,2.0,812.0,9200000.0
Bangalore,Unknown,3,3.0,1660.0,28000000.0
Bangalore,Unknown,2,2.0,1080.0,6000000.0
Bangalore,Unknown,4,4.0,4000.0,54000000.0
Bangalore,Unknown,2,2.0,1330.0,9500000.0
Bangalore,Unknown,2,2.0,1315.0,7500000.0
Bangalore,Unknown,2,2.0,1155.0,5200000.0
Bangalore,Unknown,2,2.0,1080.0,6200000.0
Bangalore,Unknown,2,2.0,1190.0,15000000.0
Bangalore,Unknown,2,2.0,725.0,4980000.0
Bangalore,Unknown,3,3.0,3500.0,42000000.0
Bangalore,Unknown,4,4.0,3000.0,43000000.0
Bangalore,Unknown,3,3.0,2500.0,26000000.0
Bangalore,Unknown,2,2.0,1000.0,9310000.0
Bangalore,Unknown,2,2.0,1265.0,8500000.0
Bangalore,Unknown,3,3.0,1804.0,15500000.0
Bangalore,Unknown,4,4.0,2860.0,37000000.0
Bangalore,Unknown,4,4.0,3450.0,31000000.0
Bangalore,Unknown,3,3.0,1710.0,20000000.0
Bangalore,Unknown,3,3.0,1300.0,9000000.0
Bangalore,Unknown,2,2.0,1000.0,9200000.0
Bangalore,Unknown,3,3.0,1657.0,17400000.0
Bangalore,Unknown,3,3.0,1811.0,22000000.0
Bangalore,Unknown,3,3.0,1318.0,6000000.0
Bangalore,Unknown,3,2.0,1300.0,8200000.0
Bangalore,Unknown,3,4.0,1700.0,20000000.0
Bangalore,Unknown,3,3.0,1862.0,21000000.0
Bangalore,Unknown,3,3.0,1700.0,8000000.0
Bangalore,Unknown,3,3.0,1340.0,14000000.0
Bangalore,Unknown,2,2.0,965.0,7500000.0
Bangalore,Unknown,3,3.0,1334.0,9500000.0
Bangalore,Unknown,2,2.0,1066.0,4500000.0
Bangalore,Unknown,3,2.0,1781.0,8000000.0
Bangalore,Unknown,3,2.0,1400.0,11600000.0
Bangalore,Unknown,2,2.0,1000.0,11000000.0
Bangalore,Unknown,2,2.0,2750.0,75000000.0
Bangalore,Unknown,2,2.0,990.0,8750000.0
Bangalore,Unknown,3,2.0,1375.0,6500000.0
Bangalore,Unknown,2,2.0,1040.0,9200000.0
Bangalore,Unknown,2,2.0,819.0,8980000.0
Bangalore,Unknown,2,2.0,1180.0,3900000.0
Bangalore,Unknown,2,2.0,1152.0,3810000.0
Bangalore,Unknown,2,2.0,1160.0,3820000.0000000005
Bangalore,Unknown,2,2.0,1165.0,3829999.9999999995
Bangalore,Unknown,2,2.0,1168.0,3840000.0
Bangalore,Unknown,2,2.0,1215.0,8500000.0
Bangalore,Unknown,2,2.0,850.0,7000000.0
Bangalore,Unknown,2,2.0,1000.0,7500000.0
Bangalore,Unknown,3,3.0,1450.0,16000000.0
Bangalore,Unknown,2,2.0,950.0,12000000.0
Bangalore,Unknown,2,2.0,958.0,5500000.0
Bangalore,Unknown,3,3.0,3850.0,42500000.0
Bangalore,Unknown,2,2.0,1010.0,5600000.0
Bangalore,Unknown,5,4.0,5455.0,78000000.0
Bangalore,Unknown,2,2.0,1000.0,7200000.0
Bangalore,Unknown,2,2.0,648.0,6300000.0
Bangalore,Unknown,3,3.0,2310.0,61000000.0
Bangalore,Unknown,2,2.0,1134.0,13000000.0
Bangalore,Unknown,3,2.0,1153.0,7200000.0
Bangalore,Unknown,3,2.0,1200.0,6500000.0
Bangalore,Unknown,4,7.0,5924.0,63500000.0
Bangalore,Unknown,2,2.0,600.0,7000000.0
Bangalore,Unknown,3,2.0,1372.0,6500000.0
Bangalore,Unknown,3,3.0,1800.0,12000000.0
Bangalore,Unknown,3,2.0,1000.0,12500000.0
Bangalore,Unknown,3,3.0,2800.0,49000000.0
Bangalore,Unknown,4,2.0,1615.0,8990000.0
Bangalore,Unknown,3,4.0,2642.0,28000000.0
Bangalore,Unknown,2,2.0,1165.0,10300000.0
Bangalore,Unknown,3,3.0,1735.0,23600000.0
Bangalore,Unknown,1,1.0,804.0,5130000.0
Bangalore,Unknown,1,1.0,804.0,5280000.0
Bangalore,Unknown,1,1.0,804.0,5300000.0
Bangalore,Unknown,2,2.0,1408.0,10000000.0
Bangalore,Unknown,2,2.0,412.0,4000000.0
Bangalore,Unknown,2,2.0,976.0,7000000.0
Bangalore,Unknown,3,3.0,2400.0,11600000.0
Bangalore,Unknown,2,2.0,1100.0,9800000.0
Bangalore,Unknown,2,2.0,1215.0,9500000.0
Bangalore,Unknown,3,3.0,1625.0,11600000.0
Bangalore,Unknown,3,2.0,1705.0,12000000.0
Bangalore,Unknown,3,3.0,1680.0,12700000.0
Bangalore,Unknown,2,2.0,800.0,5200000.0
Bangalore,Unknown,2,2.0,1250.0,4700000.0
Bangalore,Unknown,3,3.0,1340.0,6500000.0
Bangalore,Unknown,3,3.0,1850.0,8500000.0
Bangalore,Unknown,2,2.0,697.0,6000000.0
Bangalore,Unknown,3,3.0,1680.0,11000000.0
Bangalore,Unknown,3,3.0,1460.0,23000000.0
Bangalore,Unknown,3,2.0,1426.0,8970000.0
Bangalore,Unknown,3,3.0,2380.0,13500000.0
Bangalore,Unknown,3,2.0,1356.0,8340000.000000001
Bangalore,Unknown,2,2.0,1130.0,5000000.0
Bangalore,Unknown,3,3.0,1541.0,13000000.0
Bangalore,Unknown,2,2.0,1150.0,8950000.0
Bangalore,Unknown,2,2.0,1690.0,12000000.0
Bangalore,Unknown,3,2.0,1310.0,5200000.0
Bangalore,Unknown,2,2.0,1075.0,3900000.0
Bangalore,Unknown,3,2.0,1340.0,6500000.0
Bangalore,Unknown,1,1.0,765.0,7900000.0
Bangalore,Unknown,3,2.0,1415.0,9050000.0
Bangalore,Unknown,3,2.0,1426.0,9110000.0
Bangalore,Unknown,1,1.0,762.0,8100000.0
Bangalore,Unknown,2,2.0,1023.0,9700000.0
Bangalore,Unknown,3,3.0,1164.0,19800000.0
Bangalore,Unknown,2,2.0,1027.0,6200000.0
Bangalore,Unknown,2,2.0,1075.0,5000000.0
Bangalore,Unknown,2,2.0,1080.0,6800000.0
Bangalore,Unknown,2,2.0,1080.0,7000000.0
Bangalore,Unknown,2,2.0,890.0,4900000.0
Bangalore,Unknown,3,3.0,1390.0,11000000.0
Bangalore,Unknown,3,3.0,1360.0,11000000.0
Bangalore,Unknown,2,2.0,667.0,3500000.0
Bangalore,Unknown,2,2.0,1245.0,6500000.0
Bangalore,Unknown,4,3.0,2868.0,47400000.0
Bangalore,Unknown,3,2.0,1100.0,9810000.0
Bangalore,Unknown,2,2.0,880.0,5000000.0
Bangalore,Unknown,3,3.0,1100.0,5570000.0
Bangalore,Unknown,4,4.0,5300.0,59000000.0
Bangalore,Unknown,2,2.0,800.0,5000000.0
Bangalore,Unknown,3,3.0,1500.0,10000000.0
Bangalore,Unknown,3,3.0,1550.0,10000000.0
Bangalore,Unknown,3,2.0,1054.0,4600000.0
Bangalore,Unknown,4,4.0,1800.0,19800000.0
Bangalore,Unknown,3,4.0,1200.0,12000000.0
Bangalore,Unknown,2,2.0,1185.0,13000000.0
Bangalore,Unknown,2,2.0,550.0,1950000.0
Bangalore,Unknown,3,2.0,1370.0,16500000.0
Bangalore,Unknown,3,3.0,2750.0,26800000.0
Bangalore,Unknown,3,3.0,1550.0,16000000.0
Bangalore,Unknown,3,3.0,1785.0,11000000.0
Bangalore,Unknown,2,2.0,873.0,6000000.0
Bangalore,Unknown,2,2.0,1080.0,5800000.0
Bangalore,Unknown,2,2.0,1210.0,6050000.0
Bangalore,Unknown,2,2.0,1080.0,5500000.0
Bangalore,Unknown,3,3.0,1571.0,13300000.0
Bangalore,Unknown,3,2.0,924.0,11600000.0
Bangalore,Unknown,2,2.0,1160.0,3600000.0
Bangalore,Unknown,2,2.0,1200.0,3900000.0
Bangalore,Unknown,3,2.0,1186.0,8000000.0
Bangalore,Unknown,2,2.0,800.0,6500000.0
Bangalore,Unknown,3,4.0,2479.0,49500000.0
Bangalore,Unknown,2,2.0,1150.0,5400000.0
Bangalore,Unknown,2,2.0,1105.0,5500000.0
Bangalore,Unknown,2,2.0,980.0,5230000.0
Bangalore,Unknown,2,2.0,1020.0,5430000.0
Bangalore,Unknown,2,2.0,900.0,6300000.0
Bangalore,Unknown,3,3.0,1435.0,7900000.0
Bangalore,Unknown,2,2.0,934.0,8350000.0
Bangalore,Unknown,3,2.0,1400.0,10500000.0
Bangalore,Unknown,3,3.0,2070.0,25000000.0
Bangalore,Unknown,3,3.0,1662.0,11000000.0
Bangalore,Unknown,3,3.0,1835.0,15500000.0
Bangalore,Unknown,4,2.0,1917.0,11500000.0
Bangalore,Unknown,3,2.0,1590.0,9550000.0
Bangalore,Unknown,2,2.0,1100.0,9000000.0
Bangalore,Unknown,2,2.0,1200.0,11500000.0
Bangalore,Unknown,2,2.0,1040.0,6800000.0
Bangalore,Unknown,2,2.0,1230.0,6100000.0
Bangalore,Unknown,2,2.0,1265.0,6500000.0
Bangalore,Unknown,2,2.0,1195.0,6500000.0
Bangalore,Unknown,2,2.0,1125.0,6500000.0
Bangalore,Unknown,2,2.0,1093.0,7000000.0
Bangalore,Unknown,3,3.0,2300.0,25000000.0
Bangalore,Unknown,3,3.0,1519.0,12900000.0
Bangalore,Unknown,3,3.0,1310.0,24000000.0
Bangalore,Unknown,1,1.0,456.0,1500000.0
Bangalore,Unknown,2,2.0,1095.0,3379999.9999999995
Bangalore,Unknown,3,3.0,1506.0,23000000.0
Bangalore,Unknown,3,3.0,1280.0,8200000.0
Bangalore,Unknown,3,3.0,2000.0,45000000.0
Bangalore,Unknown,3,3.0,1300.0,24000000.0
Bangalore,Unknown,2,2.0,1017.0,5500000.0
Bangalore,Unknown,3,3.0,1630.0,11500000.0
Bangalore,Unknown,2,2.0,999.0,7900000.0
Bangalore,Unknown,3,2.0,1010.0,4900000.0
Bangalore,Unknown,2,2.0,1095.0,5830000.0
Bangalore,Unknown,3,2.0,1295.0,6890000.000000001
Bangalore,Unknown,3,4.0,2850.0,34000000.0
Bangalore,Unknown,2,2.0,990.0,3900000.0
Bangalore,Unknown,3,3.0,1624.0,13799999.999999998
Bangalore,Unknown,3,3.0,2930.0,33400000.0
Bangalore,Unknown,3,3.0,1653.0,10400000.0
Bangalore,Unknown,2,2.0,1126.0,5800000.0
Bangalore,Unknown,3,3.0,1885.0,30000000.0
Bangalore,Unknown,4,4.0,4050.0,23000000.0
Bangalore,Unknown,2,2.0,1300.0,15000000.0
Bangalore,Unknown,2,2.0,900.0,5500000.0
Bangalore,Unknown,2,2.0,950.0,4500000.0
Bangalore,Unknown,2,2.0,1300.0,9100000.0
Bangalore,Unknown,3,3.0,1200.0,35000000.0
Bangalore,Unknown,2,2.0,1000.0,6050000.0
