city,locality,bhk,bathrooms,area_sqft,price_inr
Greater Noida,Migsun Ultimo,2,2.0,1150.0,5550000.0
Greater Noida,Migsun Ultimo,3,3.0,1395.0,6700000.0
Greater Noida,Purvanchal Silver City 2,3,2.0,1065.0,8000000.0
Greater Noida,Unknown,2,2.0,900.0,6500000.0
Greater Noida,ATS Green Paradiso,4,4.0,2050.0,24000000.0
Greater Noida,Twin Celestial,3,3.0,1750.0,4800000.0
Greater Noida,Mahagun Mywoods Phase 2,4,4.0,2190.0,16000000.0
Greater Noida,Sikka Kaamya Greens,2,2.0,890.0,5300000.0
Greater Noida,Twin Celestial,2,2.0,970.0,2900000.0
Greater Noida,Vihaan Floors,3,2.0,1350.0,3600000.0
Greater Noida,Jaypee Greens Crescent Court,3,3.0,1965.0,11500000.0
Greater Noida,Unknown,2,2.0,920.0,2560000.0
Greater Noida,Mahagun Mantra 1,2,2.0,1025.0,5000000.0
Greater Noida,Pristine Greens,2,2.0,750.0,2560000.0
Greater Noida,Unknown,3,2.0,1110.0,3200000.0
Greater Noida,Amrapali Leisure Park,3,3.0,1050.0,7500000.0
Greater Noida,Paramount Golf Foreste,3,2.0,1190.0,6500000.0
Greater Noida,Supertech Eco Village 3,3,2.0,1300.0,6000000.0
Greater Noida,NRI Residency,3,3.0,1550.0,7200000.0
Greater Noida,Purvanchal Heights,4,5.0,2320.0,14200000.0
Greater Noida,Nirala Estate Phase III,3,3.0,997.0,11100000.000000002
Greater Noida,Gaur Saundaryam,3,3.0,1200.0,13000000.0
Greater Noida,AVJ Heights,2,2.0,1050.0,2900000.0
Greater Noida,ATS Dolce,3,2.0,1450.0,10500000.0
Greater Noida,Unknown,2,2.0,1010.0,3150000.0
Greater Noida,Sikka Kaamya Greens,2,2.0,593.0,4580000.0
Greater Noida,CRC Sublimis,2,2.0,982.0,6800000.0
Greater Noida,Sikka Kaamya Greens,2,2.0,1090.0,5830000.0
Greater Noida,Sikka Kaamya Greens,3,2.0,1100.0,5780000.0
Greater Noida,Sikka Kaamya Greens,2,2.0,990.0,5300000.0
Greater Noida,Sikka Kaamya Greens,2,2.0,1090.0,5720000.0
Greater Noida,Unknown,4,4.0,1730.0,7000000.0
Greater Noida,Purvanchal Heights,4,4.0,2435.0,12500000.0
Greater Noida,Purvanchal Heights,4,4.0,2435.0,12600000.0
Greater Noida,Unknown,3,3.0,1650.0,6200000.0
Greater Noida,Unknown,3,3.0,1728.0,7000000.0
Greater Noida,Unknown,4,3.0,1610.0,7800000.0
Greater Noida,Aims Green Avenue,2,2.0,768.0,4320000.0
Greater Noida,Unitech Horizon,3,3.0,1768.0,6700000.0
Greater Noida,Unknown,3,3.0,800.0,8200000.0
Greater Noida,Ace Aquacasa,2,2.0,1227.0,6859999.999999999
Greater Noida,Ace Aquacasa,3,3.0,1450.0,8100000.0
Greater Noida,Unknown,3,3.0,1250.0,3800000.0
Greater Noida,Migsun Ultimo,2,2.0,900.0,4200000.0
Greater Noida,Unknown,2,2.0,800.0,7200000.0
Greater Noida,Nirala Greenshire,2,2.0,950.0,5180000.0
Greater Noida,Ashiana Orchids,3,4.0,1595.0,12000000.0
Greater Noida,Ratan Pearls,3,3.0,1028.0,8040000.000000001
Greater Noida,Unknown,3,2.0,900.0,9210000.0
Greater Noida,Vihaan Galaxy,2,2.0,1070.0,3150000.0
Greater Noida,Unknown,3,3.0,1010.0,12100000.0
Greater Noida,CRC Sublimis,3,2.0,970.0,9800000.0
Greater Noida,Unknown,2,2.0,800.0,3000000.0
Greater Noida,Unknown,4,4.0,1210.0,12100000.0
Greater Noida,Mahagun Mantra 1,2,2.0,1025.0,4700000.0
Greater Noida,Amrapali Leisure Park,2,2.0,845.0,3800000.0
Greater Noida,Golf Gardenia,6,5.0,3600.0,19500000.0
Greater Noida,Arihant Ambar,2,2.0,1160.0,6380000.0
Greater Noida,Arihant Ambar,2,2.0,1150.0,6330000.0
Greater Noida,Arihant Ambar,2,2.0,1380.0,7590000.000000001
Greater Noida,Unknown,3,2.0,1200.0,3750000.0
Greater Noida,Ajnara Le Garden,2,3.0,1150.0,6000000.0
Greater Noida,Jaypee Star Court,3,3.0,1900.0,19900000.0
Greater Noida,gaur City 2 16th Avenue,3,3.0,1385.0,6700000.0
Greater Noida,Unknown,3,2.0,1500.0,6000000.0
Greater Noida,SKA Metro Ville,4,4.0,960.0,10000000.0
Greater Noida,SKA Metro Ville,3,2.0,1165.0,7500000.0
Greater Noida,Unknown,2,2.0,1000.0,3050000.0
Greater Noida,Amrapali Centurion Park Hi Rise,3,2.0,1430.0,6200000.0
Greater Noida,Omkar The Royal Nests,2,2.0,1345.0,6900000.0
Greater Noida,Unknown,2,2.0,890.0,6000000.0
Greater Noida,Unknown,2,2.0,970.0,2700000.0
Greater Noida,Ambrosia Luxury Homes,3,3.0,1800.0,4550000.0
Greater Noida,Ambrosia Luxury Homes,3,3.0,1850.0,4600000.0
Greater Noida,Unknown,2,2.0,838.0,7000000.0
Greater Noida,gaur City 2 16th Avenue,2,2.0,1010.0,5400000.0
Greater Noida,Unknown,2,2.0,980.0,2900000.0
Greater Noida,Eros Sampoornam,3,2.0,1350.0,9900000.0
Greater Noida,Unknown,2,2.0,980.0,2650000.0
Greater Noida,gaur yamuna city lake view villas,2,2.0,750.0,5000000.0
Greater Noida,Stellar Jeevan,2,2.0,1027.0,5400000.0
Greater Noida,AVJ Heights,2,2.0,1250.0,5300000.0
Greater Noida,Gaur City,2,3.0,1109.0,5500000.0
Greater Noida,Unknown,2,2.0,1032.0,3800000.0
Greater Noida,Unknown,2,2.0,1010.0,3600000.0
Greater Noida,ACE Divino,3,3.0,980.0,13500000.0
Greater Noida,ATS Green Paradiso,4,5.0,2600.0,21800000.0
Greater Noida,SDS NRI residency,3,3.0,1450.0,6200000.0
Greater Noida,Unknown,4,4.0,2245.0,21000000.0
Greater Noida,Nimbus Express Park View 2,2,2.0,1114.0,5900000.0
Greater Noida,Gaur Atulyam,3,2.0,975.0,7400000.0
Greater Noida,Supertech Eco Village 1,3,3.0,1401.0,4900000.0
Greater Noida,Unknown,2,2.0,975.0,5000000.0
Greater Noida,Nirala Estate Phase 2,3,2.0,761.0,5300000.0
Greater Noida,Eros Sampoornam,3,3.0,1060.0,9600000.0
Greater Noida,Gaur 16Park View,2,2.0,950.0,4000000.0
Greater Noida,Amrapali Castle,2,2.0,1075.0,5000000.0
Greater Noida,Amrapali Golf Homes,2,2.0,835.0,5000000.0
Greater Noida,Mahagun Mantra 1,2,2.0,950.0,6350000.0
Greater Noida,Unknown,3,2.0,1240.0,5100000.0
Greater Noida,Gaur City 2 7th Avenue,3,2.0,1350.0,7200000.0
Greater Noida,CRC Sublimis,3,2.0,1630.0,14600000.0
Greater Noida,Purvanchal Royal City,3,3.0,1500.0,11000000.0
Greater Noida,Unknown,3,4.0,1888.0,15300000.0
Greater Noida,Unknown,2,2.0,970.0,6900000.0
Greater Noida,Vihaan Vista,3,2.0,975.0,3700000.0
Greater Noida,Devsai Sportshome,4,4.0,1985.0,13000000.0
Greater Noida,Edana,3,3.0,1050.0,8200000.0
Greater Noida,Unknown,3,3.0,1788.0,14900000.0
Greater Noida,Unknown,2,2.0,1050.0,4600000.0
Greater Noida,Unknown,3,3.0,980.0,11200000.000000002
Guntur,Unknown,3,3.0,1650.0,7200000.0
Guntur,Unknown,3,3.0,1650.0,8000000.0
Guntur,Unknown,3,3.0,2400.0,13200000.0
Guntur,Unknown,2,3.0,1700.0,8500000.0
Guntur,Unknown,3,3.0,1650.0,5500000.0
Guntur,Unknown,3,3.0,2185.0,12400000.0
Guntur,Unknown,3,3.0,2185.0,12500000.0
Guntur,Unknown,4,5.0,1080.0,8200000.0
Guntur,Unknown,2,2.0,850.0,3500000.0
Guntur,Capital Square,2,2.0,910.0,5100000.0
Guntur,Prime Galaxy,2,2.0,910.0,5100000.0
Guntur,Unknown,2,2.0,1300.0,3750000.0
Guntur,Unknown,2,2.0,1050.0,3800000.0
Guntur,Unknown,2,2.0,1430.0,5010000.0
Guntur,Unknown,2,,1200.0,4350000.0
Guntur,Unknown,2,2.0,1150.0,2500000.0
Guntur,Aaditri Exotica,3,2.0,1150.0,6000000.0
Guntur,Unknown,2,2.0,1265.0,5400000.0
Guntur,Unknown,2,2.0,1123.0,2650000.0
Guntur,Unknown,2,2.0,1116.0,3910000.0
Guntur,Unknown,3,3.0,2085.0,7900000.0
Guntur,Unknown,2,2.0,1125.0,3500000.0
Guntur,Unknown,3,3.0,1500.0,5800000.0
Guntur,Unknown,2,2.0,1184.0,4600000.0
Guntur,Unknown,3,3.0,1850.0,6000000.0
Guntur,Unknown,2,2.0,881.0,3000000.0
Guntur,Unknown,3,3.0,2048.0,12500000.0
Guntur,Unknown,3,3.0,2125.0,9600000.0
Guntur,Unknown,3,3.0,1415.0,4400000.0
Guntur,Unknown,3,3.0,1430.0,5500000.0
Guntur,Unknown,3,3.0,1000.0,7100000.0
Guntur,Unknown,3,3.0,1275.0,5300000.0
Guntur,Unknown,2,2.0,1034.0,5430000.0
Guntur,Unknown,3,3.0,2525.0,12000000.0
Guntur,Unknown,3,2.0,1650.0,8600000.0
Guntur,Unknown,3,3.0,360.0,12800000.0
Guntur,Unknown,3,3.0,1818.0,9200000.0
Guntur,Unknown,3,3.0,1200.0,7000000.0
Guntur,Unknown,3,3.0,1905.0,8800000.0
Guntur,Unknown,2,2.0,1100.0,4200000.0
Guntur,Unknown,3,3.0,1430.0,5290000.0
Guntur,Unknown,3,3.0,1620.0,4110000.0
Guntur,Unknown,3,3.0,1780.0,9100000.0
Guntur,Unknown,3,3.0,2750.0,17500000.0
Guntur,Mourya Nivas,2,2.0,1075.0,4800000.0
Guntur,Unknown,3,3.0,1200.0,5000000.0
Guntur,Unknown,2,2.0,1500.0,4500000.0
Guntur,Unknown,2,2.0,1000.0,3570000.0000000005
Guntur,Unknown,3,3.0,1625.0,5690000.0
Guntur,Unknown,2,2.0,980.0,4500000.0
Guntur,Unknown,2,2.0,1150.0,3000000.0
Guntur,Unknown,3,3.0,1525.0,6200000.0
Guntur,Unknown,2,2.0,1025.0,3800000.0
Guntur,Unknown,2,2.0,900.0,4500000.0
Guntur,Unknown,2,2.0,1180.0,6500000.0
Guntur,Unknown,2,2.0,1325.0,9350000.0
Guntur,Unknown,2,2.0,1100.0,4070000.0000000005
Guntur,Sky Lark Towers,1,1.0,550.0,1800000.0
Guntur,Unknown,2,2.0,700.0,4700000.0
Guntur,Sky Lark Towers,3,3.0,1500.0,6000000.0
Guntur,Aaditri Exotica,2,2.0,1180.0,6000000.0
Guntur,Shree Divya Sai Apartment,3,3.0,1700.0,7500000.0
Guntur,Unknown,2,2.0,1090.0,3200000.0
Guntur,Unknown,3,3.0,1200.0,4800000.0
Guntur,Unknown,3,3.0,1765.0,6300000.0
Guntur,Unknown,2,2.0,990.0,3600000.0
Guntur,Unknown,3,3.0,1400.0,6000000.0
Guntur,Unknown,2,2.0,1250.0,2800000.0
Guntur,Unknown,2,2.0,1400.0,6000000.0
Guntur,Unknown,2,2.0,1100.0,6500000.0
Guntur,Unknown,3,3.0,1780.0,8800000.0
Guntur,Unknown,2,2.0,970.0,4000000.0
Guntur,Unknown,2,2.0,1100.0,5500000.0
Guntur,Unknown,3,3.0,1860.0,9000000.0
Guntur,Unknown,3,3.0,1680.0,6250000.0
Guntur,Unknown,3,3.0,1352.0,11399999.999999998
Guntur,Unknown,2,2.0,1170.0,8200000.0
Guntur,Unknown,2,2.0,1008.0,4400000.0
Guntur,Unknown,2,2.0,1000.0,4200000.0
Guntur,Unknown,3,3.0,2125.0,10600000.0
Guntur,Unknown,2,2.0,1200.0,4600000.0
Guntur,Unknown,2,2.0,1050.0,4000000.0
Guntur,Unknown,2,2.0,1200.0,5000000.0
Guntur,Unknown,3,3.0,2000.0,15000000.0
Guntur,Unknown,2,2.0,975.0,4500000.0
Guntur,Unknown,2,2.0,1250.0,4000000.0
Guntur,Unknown,3,3.0,1400.0,8500000.0
Guntur,Unknown,2,2.0,1250.0,5800000.0
Guntur,Unknown,3,3.0,1426.0,5700000.0
Guntur,Unknown,3,2.0,1150.0,4140000.0
Guntur,Unknown,3,3.0,2085.0,8000000.0
Guntur,Unknown,3,3.0,1180.0,5000000.0
Guntur,Unknown,3,3.0,1520.0,6100000.0
Guntur,Unknown,2,2.0,1105.0,2500000.0
Guntur,Unknown,2,2.0,1100.0,3750000.0
Guntur,Unknown,2,2.0,1090.0,4400000.0
Guntur,Aparna Amaravati One,3,3.0,1300.0,6600000.0
Guntur,Unknown,3,3.0,1325.0,4200000.0
Guntur,Unknown,3,3.0,1500.0,9000000.0
Guntur,Unknown,2,2.0,1310.0,5700000.0
Guntur,Unknown,2,2.0,1095.0,2500000.0
Guntur,Unknown,3,3.0,1700.0,7500000.0
Guntur,Unknown,3,3.0,2106.0,13700000.000000002
Guntur,Unknown,3,3.0,1600.0,6500000.0
Guntur,Unknown,2,2.0,1065.0,4260000.0
Guntur,Unknown,2,2.0,1000.0,2700000.0
Guntur,Aaditri Exotica,2,1.0,1180.0,4500000.0
Guntur,Unknown,3,3.0,1780.0,9500000.0
Guntur,Unknown,2,2.0,1150.0,4200000.0
Guntur,Unknown,2,2.0,920.0,2800000.0
Guntur,Unknown,2,2.0,1300.0,4500000.0
Guntur,Unknown,3,3.0,1475.0,5900000.0
Guntur,Unknown,2,2.0,915.0,3250000.0
Guntur,Unknown,2,2.0,1280.0,4500000.0
Guntur,Unknown,3,3.0,1475.0,6000000.0
Guntur,Unknown,2,2.0,1150.0,6500000.0
Guntur,Unknown,3,3.0,1280.0,3700000.0
Guntur,Unknown,2,2.0,1260.0,5000000.0
Guntur,Unknown,3,3.0,2400.0,8500000.0
Guntur,Aaditri Exotica,3,3.0,1180.0,6500000.0
Guntur,Unknown,3,3.0,2500.0,10700000.0
Guntur,Unknown,2,2.0,1150.0,3800000.0
Guntur,Aaditri Exotica,2,2.0,1260.0,5500000.0
Guntur,Unknown,2,2.0,1201.0,4440000.0
Guntur,Unknown,3,3.0,2400.0,11500000.0
Guntur,Unknown,2,2.0,1100.0,5600000.0
Guntur,Unknown,2,2.0,900.0,2800000.0
Guntur,Unknown,3,3.0,1400.0,5700000.0
Guntur,Unknown,3,3.0,1465.0,7000000.0
Guntur,Aparna Amaravati One,3,3.0,1200.0,6600000.0
Guntur,Aaditri Exotica,2,2.0,1480.0,7500000.0
Guntur,Aditya Paradise,3,3.0,2100.0,13000000.0
Guntur,Deepika Residency,2,2.0,1030.0,3600000.0
Guntur,Unknown,2,2.0,1100.0,3800000.0
Guntur,Unknown,3,3.0,1315.0,7800000.0
Guntur,Unknown,2,2.0,1180.0,5000000.0
Guntur,Unknown,2,2.0,1185.0,3650000.0
Guntur,Unknown,3,3.0,1350.0,5400000.0
Guntur,Unknown,2,2.0,1140.0,4200000.0
Guntur,Unknown,3,3.0,2320.0,12000000.0
Guntur,Hasini Infra Platinum county,2,2.0,1085.0,4000000.0
Guntur,Unknown,3,3.0,1503.0,12000000.0
Guntur,Unknown,3,3.0,1176.0,5150000.0
Guntur,Unknown,2,2.0,1262.0,4000000.0
Guntur,Unknown,2,2.0,900.0,4000000.0
Guntur,Unknown,2,2.0,1200.0,5400000.0
Guntur,Unknown,2,2.0,1080.0,3500000.0
Guntur,Unknown,2,2.0,1030.0,4500000.0
Guntur,Lakshmi Nilayam,2,2.0,1100.0,5150000.0
Guntur,Aaditri Exotica,2,2.0,1250.0,6500000.0
Guntur,Unknown,3,3.0,1742.0,6800000.0
Guntur,Unknown,2,2.0,1250.0,3750000.0
Guntur,Unknown,3,3.0,1440.0,6200000.0
Guntur,Unknown,2,2.0,1310.0,5800000.0
Guntur,Unknown,2,2.0,1050.0,3500000.0
Guntur,Unknown,2,2.0,1708.0,9100000.0
Guntur,Unknown,2,2.0,1110.0,3400000.0
Guntur,Unknown,3,3.0,1668.0,8309999.999999999
Guntur,Unknown,2,2.0,985.0,3600000.0
Guntur,Unknown,2,2.0,1180.0,4500000.0
Guntur,Unknown,3,3.0,1750.0,7500000.0
Guntur,Unknown,3,3.0,1800.0,13500000.0
Guntur,Unknown,3,,1850.0,8000000.0
Guntur,Unknown,3,2.0,1510.0,6000000.0
Guntur,Sitaram Sapphire,2,2.0,1050.0,4200000.0
Guntur,Unknown,3,3.0,1740.0,9000000.0
Guntur,Unknown,2,2.0,1050.0,5300000.0
Guntur,Raintree Park Dwaraka Krishana,3,3.0,1411.0,5000000.0
Guntur,Unknown,2,2.0,1265.0,4800000.0
Guntur,Unknown,2,2.0,1108.0,3200000.0
Guntur,Unknown,2,2.0,1000.0,3200000.0
Guntur,Unknown,3,3.0,1000.0,3700000.0
Guntur,Aaditri Exotica,2,2.0,1420.0,7500000.0
Guntur,Unknown,2,2.0,1260.0,4500000.0
Guntur,Unknown,2,2.0,1050.0,2900000.0
Guntur,Unknown,2,2.0,1230.0,6000000.0
Guntur,Unknown,2,2.0,1050.0,3000000.0
Guntur,Unknown,3,3.0,2351.0,9200000.0
Guntur,Unknown,3,3.0,1600.0,6000000.0
Guntur,Unknown,2,2.0,900.0,5200000.0
Guntur,Unknown,2,2.0,950.0,3800000.0
Guntur,Aaditri Exotica,2,2.0,1250.0,6000000.0
Guntur,Unknown,3,3.0,1650.0,6300000.0
Guntur,Unknown,3,3.0,1545.0,4500000.0
Guntur,Unknown,2,2.0,950.0,3500000.0
Guntur,Unknown,2,2.0,950.0,4700000.0
Guntur,Unknown,2,2.0,1150.0,3600000.0
Guntur,Unknown,2,2.0,1120.0,3000000.0
Guntur,Unknown,3,3.0,1350.0,5900000.0
Guntur,Unknown,2,2.0,1100.0,4600000.0
Guntur,Unknown,3,3.0,1620.0,4860000.0
Guntur,Sindhu Residency,2,2.0,1150.0,3450000.0
Guntur,Unknown,2,2.0,1100.0,3300000.0
Guntur,Unknown,2,2.0,950.0,2800000.0
Guntur,Unknown,2,2.0,1260.0,4000000.0
Guntur,Unknown,3,3.0,1450.0,5220000.0
Guntur,Unknown,3,3.0,1510.0,4600000.0
Guntur,Mount View Apartments,2,2.0,1104.0,4500000.0
Guntur,Unknown,3,3.0,2745.0,16000000.0
Guntur,Unknown,3,3.0,2210.0,13700000.000000002
Guntur,Unknown,2,2.0,900.0,3900000.0
Guntur,Unknown,3,3.0,2133.0,10700000.0
Guntur,Unknown,3,2.0,1825.0,11900000.0
Guntur,Unknown,3,3.0,1700.0,7800000.0
Guntur,Unknown,2,2.0,1300.0,4000000.0
Guntur,Poojithas Waterfront,3,3.0,1500.0,7500000.0
Guntur,Unknown,1,1.0,625.0,1800000.0
Guntur,Unknown,3,3.0,1570.0,8000000.0
Guntur,Sri Sri Fountain Head,4,3.0,2400.0,17900000.0
Guntur,Unknown,2,1.0,1050.0,3900000.0
Guntur,Lakshmi Nilayam,3,2.0,1470.0,5000000.0
Guntur,Unknown,4,4.0,3150.0,20000000.0
Guntur,Unknown,3,2.0,1555.0,6500000.0
Guntur,Unknown,2,2.0,900.0,5400000.0
Guntur,Manohari Residency,3,3.0,1600.0,7500000.0
Guntur,Unknown,3,3.0,1650.0,6200000.0
Guntur,Unknown,2,2.0,1248.0,4500000.0
Guntur,Unknown,3,3.0,2500.0,10500000.0
Guntur,Unknown,3,3.0,2000.0,10700000.0
Guntur,Unknown,2,2.0,900.0,3000000.0
Guntur,Unknown,1,1.0,396.0,1400000.0
Guntur,Unknown,2,2.0,1279.0,4800000.0
Guntur,Unknown,2,2.0,1105.0,3600000.0
Guntur,Unknown,3,3.0,1175.0,5200000.0
Guntur,Varunika Crest,2,2.0,950.0,4000000.0
Guntur,Unknown,3,2.0,1200.0,3800000.0
Guntur,Unknown,2,2.0,1310.0,5100000.0
Guntur,Unknown,2,2.0,1000.0,6500000.0
Guntur,Unknown,3,3.0,1875.0,6559999.999999999
Guntur,Sri Sai Pujitha Elite,2,2.0,1100.0,4950000.0
Guntur,Unknown,2,2.0,1000.0,3700000.0
Guntur,Unknown,2,2.0,1180.0,5500000.0
Guntur,Unknown,2,2.0,1152.0,4000000.0
Guntur,Aaditri Exotica,3,3.0,1180.0,6000000.0
Guntur,Unknown,3,3.0,1150.0,5900000.0
Guntur,Unknown,3,3.0,1450.0,7000000.0
Guntur,Unknown,3,3.0,1905.0,9000000.0
Guntur,Hasini Infra Platinum county,2,2.0,1200.0,4800000.0
Guntur,Unknown,3,2.0,1050.0,4200000.0
Guntur,Sindhu Residency,2,2.0,1150.0,3110000.0
Guntur,Prudhvish Bommarillu Apartment,2,2.0,1230.0,5540000.0
Guntur,Unknown,2,2.0,950.0,2700000.0
Guwahati,Unknown,3,2.0,1050.0,6200000.0
Guwahati,Unknown,2,2.0,780.0,4200000.0
Guwahati,Unknown,2,2.0,856.0,3000000.0
Guwahati,Unknown,3,2.0,1450.0,7000000.0
Guwahati,Protech Green,3,2.0,1178.0,7000000.0
Guwahati,Unknown,3,3.0,1840.0,9500000.0
Guwahati,Unknown,3,2.0,1100.0,7500000.0
Guwahati,Unknown,3,2.0,1310.0,6300000.0
Guwahati,Unknown,3,2.0,1000.0,4500000.0
Guwahati,Unknown,4,3.0,2098.0,8700000.0
Guwahati,Unknown,2,2.0,900.0,3850000.0
Guwahati,Unknown,3,2.0,1644.0,8500000.0
Guwahati,Unknown,2,1.0,1000.0,3200000.0
Guwahati,Unknown,3,2.0,1300.0,5500000.0
Guwahati,Unknown,3,2.0,1150.0,7000000.0
Guwahati,Unknown,3,3.0,1560.0,8580000.0
Guwahati,Unknown,3,3.0,1411.0,6500000.0
Guwahati,Unknown,3,2.0,1356.0,6700000.0
Guwahati,Unknown,2,2.0,1095.0,4000000.0
Guwahati,Spanish Garden,3,2.0,1792.0,15000000.0
Guwahati,Spanish Garden,4,3.0,2515.0,17600000.0
Guwahati,Spanish Garden,4,2.0,3654.0,18500000.0
Guwahati,Unknown,3,2.0,1495.0,9000000.0
Guwahati,Unknown,3,3.0,1560.0,7500000.0
Guwahati,Astha Enclave,2,2.0,1000.0,7500000.0
Guwahati,Unknown,5,4.0,2000.0,13700000.000000002
Guwahati,Unknown,2,2.0,901.0,5000000.0
Guwahati,Unknown,2,2.0,1005.0,4800000.0
Guwahati,Shine Sansaar,1,1.0,263.0,1900000.0
Guwahati,Unknown,3,3.0,1650.0,13000000.0
Guwahati,Prime T Elite,4,3.0,1950.0,14000000.0
Guwahati,Unknown,3,2.0,1100.0,5700000.0
Guwahati,Trans Garden,3,2.0,1200.0,9200000.0
Guwahati,Uttarayan Ville,3,2.0,1280.0,9200000.0
Guwahati,Royale Harmony,3,2.0,1420.0,8200000.0
Guwahati,South City,3,2.0,950.0,7200000.0
Guwahati,Unknown,3,2.0,1100.0,7200000.0
Guwahati,Unknown,2,2.0,1000.0,6900000.0
Guwahati,Unknown,3,2.0,835.0,5530000.0
Guwahati,Glory Apartment,3,2.0,1600.0,9500000.0
Guwahati,Larica Green Valley,3,3.0,1450.0,6000000.0
Guwahati,Unknown,3,2.0,1173.0,11200000.000000002
Guwahati,Unknown,3,2.0,920.0,5750000.0
Guwahati,Unknown,3,3.0,1200.0,6000000.0
Guwahati,Unknown,3,2.0,899.0,6010000.0
Guwahati,Unknown,2,2.0,750.0,4000000.0
Guwahati,Unknown,3,2.0,1254.0,6650000.0
Guwahati,Spanish Garden,4,3.0,2517.0,17600000.0
Guwahati,Unknown,3,3.0,1480.0,7990000.000000001
Guwahati,Unknown,3,2.0,1300.0,5300000.0
Guwahati,Unknown,4,4.0,1592.0,9100000.0
Guwahati,Unknown,2,2.0,805.0,4060000.0
Guwahati,Unknown,2,2.0,1057.0,7200000.0
Guwahati,Unknown,2,2.0,980.0,5800000.0
Guwahati,Unknown,3,2.0,1107.0,4000000.0
Guwahati,Unknown,4,3.0,1850.0,8600000.0
Guwahati,Unknown,3,2.0,1370.0,4800000.0
Guwahati,Unknown,3,2.0,1488.0,5200000.0
Guwahati,Unknown,3,2.0,1078.0,7500000.0
Guwahati,Unknown,3,2.0,1300.0,5600000.0
Guwahati,Unknown,3,3.0,1395.0,4800000.0
Guwahati,Swastik Pearl,3,2.0,1280.0,6500000.0
Guwahati,Unknown,2,2.0,639.0,4650000.0
Guwahati,Unknown,3,2.0,1400.0,5500000.0
Guwahati,Leela Tower,3,2.0,1537.0,7500000.0
Guwahati,Unknown,2,2.0,1100.0,4800000.0
Guwahati,Unknown,2,2.0,573.0,4500000.0
Guwahati,Unknown,3,2.0,2850.0,10500000.0
Guwahati,Unknown,3,3.0,1100.0,7000000.0
Guwahati,Unknown,2,2.0,785.0,4950000.0
Guwahati,Unknown,3,2.0,1400.0,5800000.0
Guwahati,Unknown,3,2.0,1108.0,5820000.0
Guwahati,Shine Heaven,3,2.0,1100.0,5500000.0
Guwahati,Unknown,3,2.0,2800.0,12900000.0
Guwahati,Unknown,1,1.0,750.0,3500000.0
Guwahati,Unknown,3,2.0,1250.0,6800000.0
Guwahati,Unknown,3,2.0,1473.0,7950000.0
Guwahati,Unknown,3,2.0,1000.0,5000000.0
Guwahati,Parijat Moments Apartment,3,2.0,1510.0,6000000.0
Guwahati,Unknown,3,2.0,1700.0,7000000.0
Guwahati,Unknown,2,2.0,1010.0,5070000.0
Guwahati,Unknown,3,2.0,1625.0,7800000.0
Guwahati,Unknown,3,2.0,1100.0,5800000.0
Guwahati,Ayush Apartment,3,3.0,1465.0,9500000.0
Guwahati,Unknown,4,5.0,2800.0,22500000.0
Guwahati,Unknown,2,2.0,559.0,4000000.0
Guwahati,Unknown,2,2.0,1140.0,5920000.0
Guwahati,Unknown,4,4.0,2100.0,9500000.0
Guwahati,Unknown,3,2.0,1250.0,6200000.0
Guwahati,Unknown,2,2.0,828.0,2900000.0
Guwahati,Rang Homes,2,,703.0,3300000.0
Guwahati,Unknown,3,2.0,1425.0,7500000.0
Guwahati,Unknown,2,1.0,710.0,4400000.0
Guwahati,Uttarayan Ville,4,3.0,2180.0,12500000.0
Guwahati,Hara Prabha,2,1.0,675.0,2550000.0
Guwahati,Unknown,3,2.0,1250.0,6100000.0
Guwahati,Unknown,2,2.0,1200.0,5900000.0
Guwahati,Unknown,2,2.0,740.0,4460000.0
Guwahati,Unknown,3,2.0,1054.0,7540000.000000001
Guwahati,Unknown,1,1.0,800.0,5500000.0
Guwahati,Unknown,3,2.0,1100.0,5940000.0
Guwahati,Unknown,3,2.0,1233.0,8800000.0
Guwahati,Unknown,3,2.0,1338.0,6350000.0
Guwahati,Unknown,2,2.0,850.0,2500000.0
Guwahati,Prime Piya Exotica,2,2.0,998.0,7609999.999999999
Guwahati,Prime Piya Exotica,2,2.0,1015.0,7759999.999999999
Guwahati,Prime Piya Exotica,2,2.0,1029.0,11299999.999999998
Guwahati,Prime Piya Exotica,2,2.0,1029.0,7540000.000000001
Guwahati,Prime Piya Exotica,3,3.0,1344.0,11299999.999999998
Guwahati,Prime Piya Exotica,2,2.0,989.0,6300000.0
Guwahati,Prime Piya Exotica,2,2.0,1031.0,5840000.0
Guwahati,Unknown,3,3.0,1600.0,7650000.0
Guwahati,Unknown,1,1.0,520.0,3500000.0
Guwahati,Unknown,2,2.0,815.0,4550000.0
Guwahati,Unknown,3,2.0,1287.0,10200000.0
Guwahati,Shine Sansaar,1,1.0,398.0,2050000.0
Guwahati,Unknown,2,2.0,970.0,4400000.0
Guwahati,Unknown,2,1.0,900.0,4150000.0
Guwahati,Trans Garden,3,2.0,1329.0,9800000.0
Guwahati,Unknown,2,2.0,910.0,4330000.0
Guwahati,Unknown,3,2.0,1145.0,5500000.0
Guwahati,Unknown,3,2.0,1140.0,6000000.0
Guwahati,Rang Homes,2,2.0,500.0,3700000.0
Guwahati,Unknown,3,2.0,1200.0,5200000.0
Guwahati,Unknown,2,2.0,899.0,4010000.0
